id,source_drug_id,target_drug_id
218938,DB09261,DB04573
218939,DB09261,DB04574
218940,DB09261,DB04575
218941,DB09261,DB07931
218942,DB09261,DB09317
218943,DB09261,DB09318
218944,DB09261,DB09369
218945,DB09261,DB09381
218946,DB09261,DB11478
218947,DB09261,DB11674
218948,DB09261,DB12487
218949,DB09261,DB13143
218950,DB09261,DB13386
218951,DB09261,DB13418
218952,DB09261,DB13952
218953,DB09261,DB13953
218954,DB09261,DB13954
218955,DB09261,DB13956
218956,DB09261,DB15334
218957,DB09261,DB15335
218958,DB09261,DB09211
218959,DB09261,DB00159
218960,DB09261,DB00244
218961,DB09261,DB00328
218962,DB09261,DB00461
218963,DB09261,DB00465
218964,DB09261,DB00469
218965,DB09261,DB00482
218966,DB09261,DB00500
218967,DB09261,DB00533
218968,DB09261,DB00554
218969,DB09261,DB00573
218970,DB09261,DB00580
218971,DB09261,DB00586
218972,DB09261,DB00605
218973,DB09261,DB00712
218974,DB09261,DB00749
218975,DB09261,DB00784
218976,DB09261,DB00788
218977,DB09261,DB00795
218978,DB09261,DB00812
218979,DB09261,DB00814
218980,DB09261,DB00821
218981,DB09261,DB00861
218982,DB09261,DB00936
218983,DB09261,DB00939
218984,DB09261,DB00991
218985,DB09261,DB01009
218986,DB09261,DB01014
218987,DB09262,DB08897
218988,DB09262,DB06148
218989,DB09262,DB08893
218990,DB09262,DB00761
218991,DB09262,DB01278
218992,DB09262,DB09527
218993,DB09262,DB01409
218994,DB09262,DB00273
218995,DB09262,DB09076
218996,DB09262,DB00986
218997,DB09262,DB00083
218998,DB09262,DB00040
218999,DB09262,DB00391
219000,DB09262,DB00042
219001,DB09262,DB09272
219002,DB09262,DB09290
219003,DB09262,DB00704
219004,DB09262,DB01459
219005,DB09262,DB00193
219006,DB09262,DB00295
219007,DB09262,DB00327
219008,DB09262,DB00497
219009,DB09262,DB00611
219010,DB09262,DB00652
219011,DB09262,DB00708
219012,DB09262,DB00844
219013,DB09262,DB00854
219014,DB09262,DB00899
219015,DB09262,DB00921
219016,DB09262,DB00956
219017,DB09262,DB01081
219018,DB09262,DB01192
219019,DB09262,DB01209
219020,DB09262,DB01433
219021,DB09262,DB01450
219022,DB09262,DB01452
219023,DB09262,DB01466
219024,DB09262,DB01497
219025,DB09262,DB01529
219026,DB09262,DB01531
219027,DB09262,DB01535
219028,DB09262,DB01551
219029,DB09262,DB01555
219030,DB09262,DB01565
219031,DB09262,DB06204
219032,DB09262,DB06738
219033,DB09262,DB08861
219034,DB09262,DB09174
219035,DB09262,DB11130
219036,DB09262,DB11609
219037,DB09262,DB12492
219038,DB09262,DB13160
219039,DB09262,DB13454
219040,DB09262,DB13478
219041,DB09262,DB13605
219042,DB09262,DB13606
219043,DB09262,DB13787
219044,DB09262,DB15360
219045,DB09262,DB00333
219046,DB09262,DB00318
219047,DB09262,DB15465
219048,DB09262,DB00454
219049,DB09262,DB00647
219050,DB09262,DB00802
219051,DB09262,DB00813
219052,DB09262,DB01227
219053,DB09262,DB00209
219054,DB09262,DB00219
219055,DB09262,DB00340
219056,DB09262,DB00354
219057,DB09262,DB00376
219058,DB09262,DB00383
219059,DB09262,DB00387
219060,DB09262,DB00424
219061,DB09262,DB00462
219062,DB09262,DB00505
219063,DB09262,DB00517
219064,DB09262,DB00572
219065,DB09262,DB00670
219066,DB09262,DB00725
219067,DB09262,DB00767
219068,DB09262,DB00809
219069,DB09262,DB00940
219070,DB09262,DB00942
219071,DB09262,DB00979
219072,DB09262,DB01090
219073,DB09262,DB01116
219074,DB09262,DB01161
219075,DB09262,DB01231
219076,DB09262,DB01288
219077,DB09262,DB01496
219078,DB09262,DB01625
219079,DB09262,DB04843
219080,DB09262,DB06787
219081,DB09262,DB08801
219082,DB09262,DB08997
219083,DB09262,DB09007
219084,DB09262,DB09300
219085,DB09262,DB11181
219086,DB09262,DB11235
219087,DB09263,DB00537
219088,DB09263,DB00451
219089,DB09263,DB00331
219090,DB09264,DB00255
219091,DB09264,DB00269
219092,DB09264,DB00655
219093,DB09264,DB00890
219094,DB09264,DB00977
219095,DB09264,DB01357
219096,DB09264,DB04573
219097,DB09264,DB04575
219098,DB09264,DB07931
219099,DB09264,DB09070
219100,DB09264,DB09369
219101,DB09264,DB09381
219102,DB09264,DB11478
219103,DB09264,DB11674
219104,DB09264,DB12487
219105,DB09264,DB13143
219106,DB09264,DB13386
219107,DB09264,DB13418
219108,DB09264,DB13953
219109,DB09264,DB15334
219110,DB09264,DB15335
219111,DB09264,DB00002
219112,DB09264,DB00028
219113,DB09264,DB00043
219114,DB09264,DB00051
219115,DB09264,DB00054
219116,DB09264,DB00056
219117,DB09264,DB00057
219118,DB09264,DB00065
219119,DB09264,DB00072
219120,DB09264,DB00073
219121,DB09264,DB00074
219122,DB09264,DB00075
219123,DB09264,DB00076
219124,DB09264,DB00078
219125,DB09264,DB00087
219126,DB09264,DB00089
219127,DB09264,DB00095
219128,DB09264,DB00098
219129,DB09264,DB00108
219130,DB09264,DB00110
219131,DB09264,DB00111
219132,DB09264,DB00112
219133,DB09264,DB00113
219134,DB09264,DB01257
219135,DB09264,DB01269
219136,DB09264,DB01270
219137,DB09264,DB04901
219138,DB09264,DB04949
219139,DB09264,DB04956
219140,DB09264,DB04958
219141,DB09264,DB04962
219142,DB09264,DB04964
219143,DB09264,DB04988
219144,DB09264,DB05006
219145,DB09264,DB05097
219146,DB09264,DB05101
219147,DB09264,DB05111
219148,DB09264,DB05136
219149,DB09264,DB05139
219150,DB09264,DB05209
219151,DB09264,DB05304
219152,DB09264,DB05336
219153,DB09264,DB05405
219154,DB09264,DB05437
219155,DB09264,DB05459
219156,DB09264,DB05496
219157,DB09264,DB05545
219158,DB09264,DB05550
219159,DB09264,DB05555
219160,DB09264,DB05578
219161,DB09264,DB05595
219162,DB09264,DB05656
219163,DB09264,DB05679
219164,DB09264,DB05773
219165,DB09264,DB05793
219166,DB09264,DB05797
219167,DB09264,DB05889
219168,DB09264,DB05892
219169,DB09264,DB05915
219170,DB09264,DB05916
219171,DB09264,DB05941
219172,DB09264,DB05996
219173,DB09264,DB06043
219174,DB09264,DB06049
219175,DB09264,DB06050
219176,DB09264,DB06081
219177,DB09264,DB06101
219178,DB09264,DB06116
219179,DB09264,DB06162
219180,DB09264,DB06168
219181,DB09264,DB06192
219182,DB09264,DB06241
219183,DB09264,DB06273
219184,DB09264,DB06304
219185,DB09264,DB06305
219186,DB09264,DB06310
219187,DB09264,DB06317
219188,DB09264,DB06318
219189,DB09264,DB06322
219190,DB09265,DB00082
219191,DB09265,DB00166
219192,DB09265,DB00218
219193,DB09265,DB00365
219194,DB09265,DB00467
219195,DB09265,DB00487
219196,DB09265,DB00537
219197,DB09265,DB00685
219198,DB09265,DB00779
219199,DB09265,DB00817
219200,DB09265,DB00827
219201,DB09265,DB00978
219202,DB09265,DB01044
219203,DB09265,DB01059
219204,DB09265,DB01137
219205,DB09265,DB01155
219206,DB09265,DB01165
219207,DB09265,DB01208
219208,DB09265,DB01405
219209,DB09265,DB04576
219210,DB09265,DB05488
219211,DB09265,DB06160
219212,DB09265,DB06600
219213,DB09265,DB08972
219214,DB09265,DB11404
219215,DB09265,DB11443
219216,DB09265,DB11491
219217,DB09265,DB11511
219218,DB09265,DB11774
219219,DB09265,DB11892
219220,DB09265,DB11943
219221,DB09265,DB13261
219222,DB09265,DB13627
219223,DB09265,DB13772
219224,DB09265,DB13823
219225,DB09265,DB00232
219226,DB09265,DB00310
219227,DB09265,DB00436
219228,DB09265,DB00524
219229,DB09265,DB00562
219230,DB09265,DB00774
219231,DB09265,DB00808
219232,DB09265,DB00880
219233,DB09265,DB00999
219234,DB09265,DB01021
219235,DB09265,DB01324
219236,DB09265,DB01325
219237,DB09265,DB13532
219238,DB09265,DB13989
219239,DB09265,DB00344
219240,DB09265,DB00540
219241,DB09265,DB00543
219242,DB09265,DB00726
219243,DB09265,DB04836
219244,DB09265,DB09016
219245,DB09265,DB09167
219246,DB09265,DB09289
219247,DB09265,DB09307
219248,DB09265,DB12930
219249,DB09265,DB13114
219250,DB09265,DB13225
219251,DB09265,DB13246
219252,DB09265,DB13384
219253,DB09265,DB13411
219254,DB09265,DB13496
219255,DB09265,DB13782
219256,DB09265,DB00321
219257,DB09265,DB00458
219258,DB09265,DB01142
219259,DB09265,DB01151
219260,DB09265,DB01242
219261,DB09265,DB08996
219262,DB09265,DB00266
219263,DB09265,DB00498
219264,DB09265,DB00682
219265,DB09265,DB00946
219266,DB09265,DB01418
219267,DB09265,DB03410
219268,DB09265,DB04665
219269,DB09265,DB08496
219270,DB09265,DB08794
219271,DB09265,DB13136
219272,DB09265,DB13275
219273,DB09265,DB13347
219274,DB09265,DB13451
219275,DB09265,DB14055
219276,DB09265,DB00222
219277,DB09265,DB00414
219278,DB09265,DB00672
219279,DB09265,DB00839
219280,DB09265,DB01016
219281,DB09265,DB01067
219282,DB09265,DB01120
219283,DB09265,DB01124
219284,DB09265,DB01251
219285,DB09265,DB01289
219286,DB09265,DB08962
219287,DB09265,DB13406
219288,DB09265,DB13675
219289,DB09265,DB06292
219290,DB09266,DB00281
219291,DB09266,DB00296
219292,DB09266,DB00297
219293,DB09266,DB00527
219294,DB09266,DB00645
219295,DB09266,DB00721
219296,DB09266,DB00750
219297,DB09266,DB00907
219298,DB09266,DB00961
219299,DB09266,DB01002
219300,DB09266,DB01075
219301,DB09266,DB01086
219302,DB09266,DB01161
219303,DB09266,DB03255
219304,DB09266,DB05232
219305,DB09266,DB06770
219306,DB09266,DB06774
219307,DB09266,DB08987
219308,DB09266,DB09009
219309,DB09266,DB09085
219310,DB09266,DB09342
219311,DB09266,DB09345
219312,DB09266,DB11502
219313,DB09266,DB12532
219314,DB09266,DB13328
219315,DB09266,DB13578
219316,DB09266,DB13683
219317,DB09267,DB00254
219318,DB09267,DB00256
219319,DB09267,DB00453
219320,DB09267,DB00595
219321,DB09267,DB00618
219322,DB09267,DB00759
219323,DB09267,DB00931
219324,DB09267,DB01017
219325,DB09267,DB12035
219326,DB09267,DB12455
219327,DB09267,DB13092
219328,DB09267,DB13264
219329,DB09267,DB00218
219330,DB09267,DB00365
219331,DB09267,DB00467
219332,DB09267,DB00487
219333,DB09267,DB00537
219334,DB09267,DB00685
219335,DB09267,DB00779
219336,DB09267,DB00817
219337,DB09267,DB00827
219338,DB09267,DB00978
219339,DB09267,DB01044
219340,DB09267,DB01059
219341,DB09267,DB01137
219342,DB09267,DB01155
219343,DB09267,DB01165
219344,DB09267,DB01208
219345,DB09267,DB01405
219346,DB09267,DB04576
219347,DB09267,DB05488
219348,DB09267,DB06160
219349,DB09267,DB06600
219350,DB09267,DB08972
219351,DB09267,DB11404
219352,DB09267,DB11443
219353,DB09267,DB11491
219354,DB09267,DB11511
219355,DB09267,DB11774
219356,DB09267,DB11892
219357,DB09267,DB11943
219358,DB09267,DB13261
219359,DB09267,DB13627
219360,DB09267,DB13772
219361,DB09267,DB13823
219362,DB09267,DB00258
219363,DB09267,DB00326
219364,DB09267,DB01164
219365,DB09267,DB01373
219366,DB09267,DB06724
219367,DB09267,DB11093
219368,DB09267,DB11126
219369,DB09267,DB11348
219370,DB09267,DB13142
219371,DB09267,DB13231
219372,DB09267,DB13365
219373,DB09267,DB13590
219374,DB09267,DB14577
219375,DB09267,DB14684
219376,DB09267,DB06723
219377,DB09267,DB09104
219378,DB09268,DB00199
219379,DB09268,DB00207
219380,DB09268,DB00218
219381,DB09268,DB00229
219382,DB09268,DB00233
219383,DB09268,DB00250
219384,DB09268,DB00254
219385,DB09268,DB00256
219386,DB09268,DB00260
219387,DB09268,DB00263
219388,DB09268,DB00267
219389,DB09268,DB00274
219390,DB09268,DB00301
219391,DB09268,DB00330
219392,DB09268,DB00339
219393,DB09268,DB00359
219394,DB09268,DB00365
219395,DB09268,DB00415
219396,DB09268,DB00417
219397,DB09268,DB00430
219398,DB09268,DB00446
219399,DB09268,DB00447
219400,DB09268,DB00452
219401,DB09268,DB00453
219402,DB09268,DB00467
219403,DB09268,DB00485
219404,DB09268,DB00487
219405,DB09268,DB00512
219406,DB09268,DB00535
219407,DB09268,DB00537
219408,DB09268,DB00567
219409,DB09268,DB00578
219410,DB09268,DB00595
219411,DB09268,DB00601
219412,DB09268,DB00602
219413,DB09268,DB00609
219414,DB09268,DB00615
219415,DB09268,DB00618
219416,DB09268,DB00626
219417,DB09268,DB00671
219418,DB09268,DB00684
219419,DB09268,DB00685
219420,DB09268,DB00688
219421,DB09268,DB00689
219422,DB09268,DB00698
219423,DB09268,DB00739
219424,DB09268,DB00759
219425,DB09268,DB00766
219426,DB09268,DB00778
219427,DB09268,DB00779
219428,DB09268,DB00817
219429,DB09268,DB00827
219430,DB09268,DB00828
219431,DB09268,DB00833
219432,DB09268,DB00845
219433,DB09268,DB00864
219434,DB09268,DB00877
219435,DB09268,DB00911
219436,DB09268,DB00916
219437,DB09268,DB00923
219438,DB09268,DB00931
219439,DB09268,DB00948
219440,DB09268,DB00951
219441,DB09268,DB00954
219442,DB09268,DB00976
219443,DB09268,DB00978
219444,DB09268,DB00994
219445,DB09268,DB01000
219446,DB09268,DB01015
219447,DB09268,DB01017
219448,DB09268,DB01024
219449,DB09268,DB01041
219450,DB09268,DB01044
219451,DB09268,DB01045
219452,DB09268,DB01051
219453,DB09268,DB01053
219454,DB09268,DB01059
219455,DB09268,DB01060
219456,DB09268,DB01061
219457,DB09268,DB01066
219458,DB09268,DB01112
219459,DB09268,DB01137
219460,DB09268,DB01139
219461,DB09268,DB01140
219462,DB09268,DB01147
219463,DB09268,DB01150
219464,DB09268,DB01152
219465,DB09268,DB01155
219466,DB09268,DB01163
219467,DB09268,DB01165
219468,DB09268,DB01190
219469,DB09268,DB01201
219470,DB09268,DB01208
219471,DB09268,DB01211
219472,DB09268,DB01220
219473,DB09268,DB01321
219474,DB09268,DB01328
219475,DB09268,DB01333
219476,DB09268,DB01405
219477,DB09268,DB01414
219478,DB09269,DB00502
219479,DB09269,DB00313
219480,DB09269,DB00180
219481,DB09269,DB00394
219482,DB09269,DB00443
219483,DB09269,DB00588
219484,DB09269,DB00591
219485,DB09269,DB00620
219486,DB09269,DB00635
219487,DB09269,DB00687
219488,DB09269,DB00741
219489,DB09269,DB00764
219490,DB09269,DB00860
219491,DB09269,DB00959
219492,DB09269,DB01108
219493,DB09269,DB01222
219494,DB09269,DB01234
219495,DB09269,DB01285
219496,DB09269,DB01380
219497,DB09269,DB01384
219498,DB09269,DB01410
219499,DB09269,DB04630
219500,DB09269,DB08906
219501,DB09269,DB08970
219502,DB09269,DB08971
219503,DB09269,DB09091
219504,DB09269,DB09378
219505,DB09269,DB09383
219506,DB09269,DB11487
219507,DB09269,DB11529
219508,DB09269,DB11750
219509,DB09269,DB11921
219510,DB09269,DB13003
219511,DB09269,DB13208
219512,DB09269,DB13223
219513,DB09269,DB13491
219514,DB09269,DB13664
219515,DB09269,DB13728
219516,DB09269,DB13843
219517,DB09269,DB13856
219518,DB09269,DB13867
219519,DB09269,DB14512
219520,DB09269,DB14538
219521,DB09269,DB14539
219522,DB09269,DB14541
219523,DB09269,DB14545
219524,DB09269,DB00873
219525,DB09269,DB14631
219526,DB09269,DB14633
219527,DB09269,DB14634
219528,DB09269,DB14643
219529,DB09269,DB14644
219530,DB09269,DB14646
219531,DB09269,DB14652
219532,DB09269,DB14659
219533,DB09269,DB14669
219534,DB09269,DB14681
219535,DB09270,DB00071
219536,DB09270,DB00197
219537,DB09270,DB00331
219538,DB09270,DB00414
219539,DB09270,DB00914
219540,DB09270,DB01251
219541,DB09270,DB01252
219542,DB09270,DB01289
219543,DB09270,DB01382
219544,DB09270,DB01700
219545,DB09270,DB04830
219546,DB09270,DB04876
219547,DB09270,DB04878
219548,DB09270,DB05115
219549,DB09270,DB05819
219550,DB09270,DB06011
219551,DB09270,DB06127
219552,DB09270,DB06203
219553,DB09270,DB08382
219554,DB09270,DB08962
219555,DB09270,DB09022
219556,DB09270,DB09038
219557,DB09270,DB09043
219558,DB09270,DB09045
219559,DB09270,DB09198
219560,DB09270,DB09199
219561,DB09270,DB09200
219562,DB09270,DB09201
219563,DB09270,DB09265
219564,DB09270,DB09456
219565,DB09270,DB09564
219566,DB09270,DB11567
219567,DB09270,DB11568
219568,DB09270,DB11698
219569,DB09270,DB11723
219570,DB09270,DB11780
219571,DB09270,DB11824
219572,DB09270,DB11898
219573,DB09270,DB11950
219574,DB09270,DB11992
219575,DB09270,DB12268
219576,DB09270,DB12412
219577,DB09270,DB12417
219578,DB09270,DB12625
219579,DB09270,DB12713
219580,DB09270,DB12781
219581,DB09270,DB12935
219582,DB09270,DB13406
219583,DB09270,DB13446
219584,DB09270,DB13675
219585,DB09270,DB13928
219586,DB09270,DB14027
219587,DB09270,DB14035
219588,DB09270,DB15171
219589,DB09270,DB15217
219590,DB09270,DB00030
219591,DB09270,DB00046
219592,DB09270,DB00047
219593,DB09270,DB00222
219594,DB09270,DB00263
219595,DB09270,DB00280
219596,DB09270,DB00284
219597,DB09270,DB00359
219598,DB09270,DB00412
219599,DB09270,DB00491
219600,DB09270,DB00672
219601,DB09270,DB00731
219602,DB09270,DB00738
219603,DB09270,DB00839
219604,DB09270,DB00912
219605,DB09270,DB01067
219606,DB09270,DB01120
219607,DB09270,DB01124
219608,DB09270,DB01132
219609,DB09270,DB01276
219610,DB09270,DB01277
219611,DB09270,DB01278
219612,DB09270,DB01306
219613,DB09270,DB01307
219614,DB09270,DB01309
219615,DB09270,DB06335
219616,DB09270,DB06655
219617,DB09270,DB00468
219618,DB09270,DB00834
219619,DB09270,DB01016
219620,DB09270,DB01200
219621,DB09270,DB01261
219622,DB09270,DB01268
219623,DB09270,DB06292
219624,DB09270,DB08882
219625,DB09270,DB08907
219626,DB09270,DB11827
219627,DB09270,DB00082
219628,DB09270,DB00230
219629,DB09270,DB01044
219630,DB09270,DB01175
219631,DB09270,DB04884
219632,DB09270,DB04896
219633,DB09270,DB06663
219634,DB09270,DB06700
219635,DB09271,DB00184
219636,DB09271,DB00185
219637,DB09271,DB00411
219638,DB09271,DB01019
219639,DB09271,DB01085
219640,DB09271,DB01273
219641,DB09271,DB03128
219642,DB09271,DB04365
219643,DB09271,DB05137
219644,DB09271,DB05152
219645,DB09271,DB05708
219646,DB09271,DB06709
219647,DB09271,DB07720
219648,DB09271,DB15357
219649,DB09271,DB00193
219650,DB09271,DB00209
219651,DB09271,DB00219
219652,DB09271,DB00245
219653,DB09271,DB00246
219654,DB09271,DB00280
219655,DB09271,DB00321
219656,DB09271,DB00332
219657,DB09271,DB00334
219658,DB09271,DB00340
219659,DB09271,DB00342
219660,DB09271,DB00354
219661,DB09271,DB00363
219662,DB09271,DB00366
219663,DB09271,DB00376
219664,DB09271,DB00383
219665,DB09271,DB00387
219666,DB09271,DB00392
219667,DB09271,DB00420
219668,DB09271,DB00424
219669,DB09271,DB00434
219670,DB09271,DB00458
219671,DB09271,DB00462
219672,DB09271,DB00477
219673,DB09271,DB00483
219674,DB09271,DB00496
219675,DB09271,DB00505
219676,DB09271,DB00508
219677,DB09271,DB00517
219678,DB09271,DB00540
219679,DB09271,DB00543
219680,DB09271,DB00555
219681,DB09271,DB00572
219682,DB09271,DB00622
219683,DB09271,DB00670
219684,DB09271,DB00715
219685,DB09271,DB00725
219686,DB09271,DB00728
219687,DB09271,DB00747
219688,DB09271,DB00767
219689,DB09271,DB00771
219690,DB09271,DB00777
219691,DB09271,DB00782
219692,DB09271,DB00804
219693,DB09271,DB00810
219694,DB09271,DB00835
219695,DB09271,DB00875
219696,DB09271,DB00907
219697,DB09271,DB00908
219698,DB09271,DB00934
219699,DB09271,DB00940
219700,DB09271,DB00942
219701,DB09271,DB00986
219702,DB09271,DB01036
219703,DB09271,DB01062
219704,DB09271,DB01069
219705,DB09271,DB01075
219706,DB09271,DB01135
219707,DB09271,DB01142
219708,DB09271,DB01148
219709,DB09271,DB01151
219710,DB09271,DB01173
219711,DB09271,DB01175
219712,DB09271,DB01224
219713,DB09271,DB01226
219714,DB09271,DB01231
219715,DB09271,DB01238
219716,DB09271,DB01239
219717,DB09271,DB01336
219718,DB09271,DB01337
219719,DB09271,DB01338
219720,DB09271,DB01403
219721,DB09271,DB01409
219722,DB09271,DB01591
219723,DB09271,DB01625
219724,DB09271,DB04834
219725,DB09271,DB04843
219726,DB09271,DB06153
219727,DB09271,DB06702
219728,DB09271,DB06787
219729,DB09271,DB08801
219730,DB09271,DB08897
219731,DB09271,DB08997
219732,DB09271,DB09007
219733,DB09271,DB09023
219734,DB09271,DB09076
219735,DB09272,DB06274
219736,DB09272,DB00035
219737,DB09272,DB00082
219738,DB09272,DB00202
219739,DB09272,DB00168
219740,DB09272,DB00175
219741,DB09272,DB00229
219742,DB09272,DB00279
219743,DB09272,DB00448
219744,DB09272,DB00456
219745,DB09272,DB00469
219746,DB09272,DB00493
219747,DB09272,DB00495
219748,DB09272,DB00501
219749,DB09272,DB00536
219750,DB09272,DB00554
219751,DB09272,DB00563
219752,DB09272,DB00567
219753,DB09272,DB00584
219754,DB09272,DB00595
219755,DB09272,DB00650
219756,DB09272,DB00736
219757,DB09272,DB00759
219758,DB09272,DB00787
219759,DB09272,DB00812
219760,DB09272,DB00833
219761,DB09272,DB00917
219762,DB09272,DB00927
219763,DB09272,DB00936
219764,DB09272,DB00945
219765,DB09272,DB01004
219766,DB09272,DB01009
219767,DB09272,DB01017
219768,DB09272,DB01032
219769,DB09272,DB01033
219770,DB09272,DB01053
219771,DB09272,DB01065
219772,DB09272,DB01140
219773,DB09272,DB01212
219774,DB09272,DB01326
219775,DB09272,DB01327
219776,DB09272,DB01329
219777,DB09272,DB01332
219778,DB09272,DB01414
219779,DB09272,DB01415
219780,DB09272,DB01583
219781,DB09272,DB01597
219782,DB09272,DB01606
219783,DB09272,DB01650
219784,DB09272,DB01685
219785,DB09272,DB03553
219786,DB09272,DB03793
219787,DB09272,DB04519
219788,DB09272,DB05016
219789,DB09272,DB08930
219790,DB09272,DB09008
219791,DB09272,DB11751
219792,DB09272,DB11817
219793,DB09272,DB11901
219794,DB09272,DB11995
219795,DB09272,DB12070
219796,DB09272,DB12866
219797,DB09272,DB14568
219798,DB09272,DB01050
219799,DB09272,DB12466
219800,DB09272,DB00601
219801,DB09272,DB06800
219802,DB09272,DB09049
219803,DB09272,DB00370
219804,DB09272,DB00969
219805,DB09272,DB00177
219806,DB09272,DB00197
219807,DB09272,DB00199
219808,DB09272,DB00203
219809,DB09272,DB00206
219810,DB09272,DB00213
219811,DB09272,DB00220
219812,DB09272,DB00224
219813,DB09272,DB00227
219814,DB09272,DB00255
219815,DB09272,DB00286
219816,DB09272,DB00328
219817,DB09272,DB00345
219818,DB09272,DB00390
219819,DB09272,DB00394
219820,DB09272,DB00396
219821,DB09272,DB00398
219822,DB09272,DB00412
219823,DB09272,DB00439
219824,DB09272,DB00451
219825,DB09272,DB00468
219826,DB09272,DB00503
219827,DB09272,DB00520
219828,DB09272,DB00541
219829,DB09272,DB00570
219830,DB09272,DB00583
219831,DB09272,DB00586
219832,DB09272,DB00588
219833,DB09272,DB00602
219834,DB09272,DB00641
219835,DB09273,DB01609
219836,DB09273,DB00022
219837,DB09273,DB01097
219838,DB09273,DB08880
219839,DB09273,DB06213
219840,DB09273,DB00770
219841,DB09273,DB01612
219842,DB09273,DB04884
219843,DB09273,DB08931
219844,DB09273,DB00035
219845,DB09273,DB00091
219846,DB09273,DB00159
219847,DB09273,DB00216
219848,DB09273,DB00244
219849,DB09273,DB00292
219850,DB09273,DB00328
219851,DB09273,DB00422
219852,DB09273,DB00465
219853,DB09273,DB00469
219854,DB09273,DB00482
219855,DB09273,DB00490
219856,DB09273,DB00500
219857,DB09273,DB00554
219858,DB09273,DB00561
219859,DB09273,DB00572
219860,DB09273,DB00573
219861,DB09273,DB00580
219862,DB09273,DB00605
219863,DB09273,DB00669
219864,DB09273,DB00708
219865,DB09273,DB00712
219866,DB09273,DB00749
219867,DB09273,DB00753
219868,DB09273,DB00784
219869,DB09273,DB00795
219870,DB09273,DB00802
219871,DB09273,DB00812
219872,DB09273,DB00813
219873,DB09273,DB00814
219874,DB09273,DB00821
219875,DB09273,DB00861
219876,DB09273,DB00899
219877,DB09273,DB00918
219878,DB09273,DB00936
219879,DB09273,DB00939
219880,DB09273,DB00945
219881,DB09273,DB00952
219882,DB09273,DB00953
219883,DB09273,DB00991
219884,DB09273,DB01009
219885,DB09273,DB01014
219886,DB09273,DB01028
219887,DB09273,DB01050
219888,DB09273,DB01126
219889,DB09273,DB01159
219890,DB09273,DB01189
219891,DB09273,DB01216
219892,DB09273,DB01236
219893,DB09273,DB01250
219894,DB09273,DB01283
219895,DB09273,DB01392
219896,DB09273,DB01397
219897,DB09273,DB01399
219898,DB09273,DB01401
219899,DB09273,DB01419
219900,DB09273,DB01472
219901,DB09273,DB01579
219902,DB09273,DB01591
219903,DB09273,DB01600
219904,DB09273,DB02032
219905,DB09273,DB02224
219906,DB09273,DB03585
219907,DB09273,DB04552
219908,DB09273,DB04581
219909,DB09273,DB04743
219910,DB09273,DB04812
219911,DB09273,DB04817
219912,DB09273,DB04828
219913,DB09273,DB04908
219914,DB09273,DB05095
219915,DB09273,DB05271
219916,DB09273,DB05395
219917,DB09273,DB05562
219918,DB09273,DB06016
219919,DB09273,DB06190
219920,DB09273,DB06678
219921,DB09273,DB06684
219922,DB09273,DB06690
219923,DB09273,DB06694
219924,DB09273,DB06701
219925,DB09273,DB06706
219926,DB09273,DB06707
219927,DB09273,DB06711
219928,DB09273,DB06725
219929,DB09273,DB06736
219930,DB09273,DB06737
219931,DB09273,DB06763
219932,DB09273,DB07402
219933,DB09273,DB07477
219934,DB09273,DB08439
219935,DB09274,DB00012
219936,DB09274,DB00016
219937,DB09274,DB08894
219938,DB09274,DB09107
219939,DB09274,DB06697
219940,DB09274,DB06708
219941,DB09274,DB00372
219942,DB09274,DB00420
219943,DB09274,DB00433
219944,DB09274,DB00508
219945,DB09274,DB00623
219946,DB09274,DB00679
219947,DB09274,DB00680
219948,DB09274,DB00831
219949,DB09274,DB00850
219950,DB09274,DB00933
219951,DB09274,DB01063
219952,DB09274,DB01069
219953,DB09274,DB01246
219954,DB09274,DB01403
219955,DB09274,DB01608
219956,DB09274,DB01614
219957,DB09274,DB01615
219958,DB09274,DB01621
219959,DB09274,DB01622
219960,DB09274,DB05687
219961,DB09274,DB09000
219962,DB09274,DB11540
219963,DB09274,DB12710
219964,DB09274,DB13213
219965,DB09274,DB13382
219966,DB09274,DB13420
219967,DB09274,DB13784
219968,DB09274,DB14651
219969,DB09274,DB00477
219970,DB09274,DB09241
219971,DB09274,DB00250
219972,DB09274,DB08881
219973,DB09274,DB00252
219974,DB09274,DB00398
219975,DB09274,DB00784
219976,DB09274,DB00861
219977,DB09274,DB01045
219978,DB09274,DB01320
219979,DB09274,DB01609
219980,DB09274,DB04552
219981,DB09274,DB06210
219982,DB09274,DB08896
219983,DB09274,DB11633
219984,DB09274,DB13609
219985,DB09274,DB00328
219986,DB09274,DB01026
219987,DB09274,DB01544
219988,DB09274,DB05928
219989,DB09274,DB06777
219990,DB09274,DB01174
219991,DB09274,DB00503
219992,DB09274,DB00238
219993,DB09275,DB00254
219994,DB09275,DB00256
219995,DB09275,DB00453
219996,DB09275,DB00560
219997,DB09275,DB00595
219998,DB09275,DB00618
219999,DB09275,DB00931
220000,DB09275,DB01017
220001,DB09275,DB01301
220002,DB09275,DB12035
220003,DB09275,DB12329
220004,DB09275,DB12455
220005,DB09275,DB13092
220006,DB09275,DB13264
220007,DB09275,DB01294
220008,DB09275,DB11281
220009,DB09275,DB13209
220010,DB09275,DB13909
220011,DB09275,DB13910
220012,DB09275,DB00091
